id_cliente,edad,antiguedad_meses,ingreso_mensual,tipo_producto,monto_cuota,tasa_interes_anual,porcentaje_uso_linea,dias_retraso_promedio,frecuencia_retrasos_6m,target_moroso
CUST-00961,21,117,2063.64,Prestamo Personal,311.42,18.1,0.52,13,4,0
CUST-00962,60,117,2460.77,Prestamo Personal,478.88,32.1,0.81,7,3,0
CUST-00963,42,2,2761.44,Tarjeta de Credito,300.07,30.9,0.24,11,0,0
CUST-00964,49,88,3803.21,Tarjeta de Credito,912.27,28.7,0.34,14,1,0
CUST-00965,28,72,2629.09,Microcredito,436.72,26.9,0.16,12,3,0
CUST-00966,31,11,2184.16,Prestamo Personal,543.74,27.9,0.7,10,4,0
CUST-00967,61,64,2081.16,Tarjeta de Credito,379.77,32.1,0.3,10,0,0
CUST-00968,57,77,2470.11,Prestamo Personal,343.72,15.1,0.43,19,3,0
CUST-00969,34,81,1772.51,Prestamo Personal,359.17,22.8,0.48,10,1,0
CUST-00970,50,72,2523.1,Prestamo Personal,318.17,30.5,0.86,76,5,1
CUST-00971,55,21,2458.38,Microcredito,462.44,36.7,0.45,10,0,0
CUST-00972,41,18,3813.22,Prestamo Personal,623.31,20.2,0.22,9,3,0
CUST-00973,57,94,2433.12,Tarjeta de Credito,687.09,31.4,0.55,7,4,0
CUST-00974,25,64,960.41,Microcredito,107.74,36.4,0.92,74,4,1
CUST-00975,39,82,4638.81,Microcredito,1107.76,28.3,0.62,54,2,1
CUST-00976,34,110,3265.47,Tarjeta de Credito,445.9,15.8,0.94,52,2,1
CUST-00977,46,111,4165.88,Tarjeta de Credito,682.41,28.5,0.81,53,2,1
CUST-00978,24,95,1574.14,Tarjeta de Credito,288.23,23.9,0.13,3,0,0
CUST-00979,45,38,2322.54,Prestamo Personal,654.03,42.9,0.66,13,3,0
CUST-00980,62,32,3039.52,Prestamo Personal,451.42,18.7,0.34,7,4,0
CUST-00981,45,11,2929.11,Prestamo Personal,346.4,34.6,0.58,12,1,0
CUST-00982,38,45,2745.55,Microcredito,449.55,16.6,0.34,12,4,0
CUST-00983,60,89,800.0,Prestamo Personal,96.75,28.4,0.4,7,0,0
CUST-00984,28,33,1130.05,Tarjeta de Credito,142.07,31.6,0.88,83,6,1
CUST-00985,59,102,3714.02,Tarjeta de Credito,797.66,23.9,0.28,12,3,0
CUST-00986,60,41,3856.26,Tarjeta de Credito,432.6,28.7,0.84,49,6,1
CUST-00987,34,8,2414.68,Tarjeta de Credito,256.41,19.9,0.13,9,3,0
CUST-00988,52,11,3612.34,Prestamo Personal,877.38,24.1,0.18,13,0,0
CUST-00989,58,86,1681.42,Microcredito,289.76,33.6,0.83,11,3,0
CUST-00990,53,51,1864.46,Tarjeta de Credito,233.2,24.1,0.64,12,0,0
CUST-00991,43,88,1618.18,Prestamo Personal,243.9,42.0,0.74,11,4,0
CUST-00992,35,41,1820.06,Prestamo Personal,415.73,33.9,0.28,17,2,0
CUST-00993,53,17,3078.16,Tarjeta de Credito,477.45,28.2,0.56,13,3,0
CUST-00994,45,76,1810.12,Tarjeta de Credito,360.04,16.2,0.73,76,2,1
CUST-00995,37,46,4291.79,Tarjeta de Credito,533.64,30.0,0.63,12,5,0
CUST-00996,53,32,2868.06,Tarjeta de Credito,624.14,37.9,0.5,14,0,0
CUST-00997,22,79,3367.62,Microcredito,549.65,23.0,0.92,44,6,1
CUST-00998,34,80,2891.95,Tarjeta de Credito,651.83,39.2,0.67,12,3,0
CUST-00999,60,54,3471.42,Tarjeta de Credito,908.4,22.6,0.87,49,3,1
CUST-01000,60,86,1805.6,Prestamo Personal,401.44,39.7,0.72,13,5,0
